Country,Year,Continent,Disorder,Percentage
Australia,1990,Oceanía,Schizophrenia ,"0,360488563758999"
Australia,1991,Oceanía,Schizophrenia ,"0,36119568201"
Australia,1992,Oceanía,Schizophrenia ,"0,361892513407"
Australia,1993,Oceanía,Schizophrenia ,"0,362523972112"
Australia,1994,Oceanía,Schizophrenia ,"0,363000615429"
Australia,1995,Oceanía,Schizophrenia ,"0,363259442515"
Australia,1996,Oceanía,Schizophrenia ,"0,363434882989"
Australia,1997,Oceanía,Schizophrenia ,"0,363708865807"
Australia,1998,Oceanía,Schizophrenia ,"0,364029573568"
Australia,1999,Oceanía,Schizophrenia ,"0,364343097201"
Australia,2000,Oceanía,Schizophrenia ,"0,364608737946"
Australia,2001,Oceanía,Schizophrenia ,"0,364995091203"
Australia,2002,Oceanía,Schizophrenia ,"0,365601684762"
Australia,2003,Oceanía,Schizophrenia ,"0,366273757512"
Australia,2004,Oceanía,Schizophrenia ,"0,366823717906"
Australia,2005,Oceanía,Schizophrenia ,"0,367078392792"
Australia,2006,Oceanía,Schizophrenia ,"0,366968575118"
Australia,2007,Oceanía,Schizophrenia ,"0,366635314967"
Australia,2008,Oceanía,Schizophrenia ,"0,366203924433"
Australia,2009,Oceanía,Schizophrenia ,"0,365813054392"
Australia,2010,Oceanía,Schizophrenia ,"0,365597517033"
Australia,2011,Oceanía,Schizophrenia ,"0,365463779936"
Australia,2012,Oceanía,Schizophrenia ,"0,365245212592"
Australia,2013,Oceanía,Schizophrenia ,"0,364942248519999"
Australia,2014,Oceanía,Schizophrenia ,"0,364576751506"
Australia,2015,Oceanía,Schizophrenia ,"0,364163201111"
Australia,2016,Oceanía,Schizophrenia ,"0,363742633594"
Australia,2017,Oceanía,Schizophrenia ,"0,363326333425"
Belgium,1990,Europa,Schizophrenia ,"0,258182209406"
Belgium,1991,Europa,Schizophrenia ,"0,258625343804"
Belgium,1992,Europa,Schizophrenia ,"0,259005520034"
Belgium,1993,Europa,Schizophrenia ,"0,259312480694"
Belgium,1994,Europa,Schizophrenia ,"0,259536912346"
Belgium,1995,Europa,Schizophrenia ,"0,259659884111"
Belgium,1996,Europa,Schizophrenia ,"0,259665331841"
Belgium,1997,Europa,Schizophrenia ,"0,259598986723"
Belgium,1998,Europa,Schizophrenia ,"0,259519978078"
Belgium,1999,Europa,Schizophrenia ,"0,259457479030999"
Belgium,2000,Europa,Schizophrenia ,"0,259446724214"
Belgium,2001,Europa,Schizophrenia ,"0,259524865174"
Belgium,2002,Europa,Schizophrenia ,"0,25964050166"
Belgium,2003,Europa,Schizophrenia ,"0,259752230979"
Belgium,2004,Europa,Schizophrenia ,"0,259837479787"
Belgium,2005,Europa,Schizophrenia ,"0,25985663806"
Belgium,2006,Europa,Schizophrenia ,"0,259574188573"
Belgium,2007,Europa,Schizophrenia ,"0,25893917132"
Belgium,2008,Europa,Schizophrenia ,"0,258192686658999"
Belgium,2009,Europa,Schizophrenia ,"0,257573283179"
Belgium,2010,Europa,Schizophrenia ,"0,257306899241"
Belgium,2011,Europa,Schizophrenia ,"0,257318456378999"
Belgium,2012,Europa,Schizophrenia ,"0,257358347517999"
Belgium,2013,Europa,Schizophrenia ,"0,25743404396"
Belgium,2014,Europa,Schizophrenia ,"0,257537138494"
Belgium,2015,Europa,Schizophrenia ,"0,257675288766999"
Belgium,2016,Europa,Schizophrenia ,"0,257856445658"
Belgium,2017,Europa,Schizophrenia ,"0,258072602791"
Bosnia and Herzegovina,1990,Europa,Schizophrenia ,"0,189458985074"
Bosnia and Herzegovina,1991,Europa,Schizophrenia ,"0,18898511374"
Bosnia and Herzegovina,1992,Europa,Schizophrenia ,"0,188705201413"
Bosnia and Herzegovina,1993,Europa,Schizophrenia ,"0,188596733861"
Bosnia and Herzegovina,1994,Europa,Schizophrenia ,"0,188606138588"
Bosnia and Herzegovina,1995,Europa,Schizophrenia ,"0,188700409977"
Bosnia and Herzegovina,1996,Europa,Schizophrenia ,"0,189317474864"
Bosnia and Herzegovina,1997,Europa,Schizophrenia ,"0,190638619525"
Bosnia and Herzegovina,1998,Europa,Schizophrenia ,"0,19228164738"
Bosnia and Herzegovina,1999,Europa,Schizophrenia ,"0,193840370531"
Bosnia and Herzegovina,2000,Europa,Schizophrenia ,"0,194910082382"
Bosnia and Herzegovina,2001,Europa,Schizophrenia ,"0,195588873169999"
Bosnia and Herzegovina,2002,Europa,Schizophrenia ,"0,196244198942"
Bosnia and Herzegovina,2003,Europa,Schizophrenia ,"0,196843624257"
Bosnia and Herzegovina,2004,Europa,Schizophrenia ,"0,197355374625"
Bosnia and Herzegovina,2005,Europa,Schizophrenia ,"0,197755930309"
Bosnia and Herzegovina,2006,Europa,Schizophrenia ,"0,198099878866"
Bosnia and Herzegovina,2007,Europa,Schizophrenia ,"0,198457982322"
Bosnia and Herzegovina,2008,Europa,Schizophrenia ,"0,198801571555999"
Bosnia and Herzegovina,2009,Europa,Schizophrenia ,"0,199099979547"
Bosnia and Herzegovina,2010,Europa,Schizophrenia ,"0,199320984659999"
Bosnia and Herzegovina,2011,Europa,Schizophrenia ,"0,199507880622"
Bosnia and Herzegovina,2012,Europa,Schizophrenia ,"0,199704752545999"
Bosnia and Herzegovina,2013,Europa,Schizophrenia ,"0,199912238223"
Bosnia and Herzegovina,2014,Europa,Schizophrenia ,"0,200120864897"
Bosnia and Herzegovina,2015,Europa,Schizophrenia ,"0,200321979432999"
Bosnia and Herzegovina,2016,Europa,Schizophrenia ,"0,200519396251"
Bosnia and Herzegovina,2017,Europa,Schizophrenia ,"0,20070295069"
Brazil,1990,América,Schizophrenia ,"0,200558309993"
Brazil,1991,América,Schizophrenia ,"0,200931475058"
Brazil,1992,América,Schizophrenia ,"0,201281204316"
Brazil,1993,América,Schizophrenia ,"0,201587106155"
Brazil,1994,América,Schizophrenia ,"0,20183444522"
Brazil,1995,América,Schizophrenia ,"0,202004427381"
Brazil,1996,América,Schizophrenia ,"0,202110932431"
Brazil,1997,América,Schizophrenia ,"0,202189702289"
Brazil,1998,América,Schizophrenia ,"0,202250343463"
Brazil,1999,América,Schizophrenia ,"0,202299777005"
Brazil,2000,América,Schizophrenia ,"0,202348000287"
Brazil,2001,América,Schizophrenia ,"0,202414478972"
Brazil,2002,América,Schizophrenia ,"0,202504230953"
Brazil,2003,América,Schizophrenia ,"0,202608539107"
Brazil,2004,América,Schizophrenia ,"0,20271648395"
Brazil,2005,América,Schizophrenia ,"0,202818653498"
Brazil,2006,América,Schizophrenia ,"0,203019718135"
Brazil,2007,América,Schizophrenia ,"0,203373135735"
Brazil,2008,América,Schizophrenia ,"0,203790466328"
Brazil,2009,América,Schizophrenia ,"0,204172001722"
Brazil,2010,América,Schizophrenia ,"0,204423211844999"
Brazil,2011,América,Schizophrenia ,"0,204577662085"
Brazil,2012,América,Schizophrenia ,"0,204739862455"
Brazil,2013,América,Schizophrenia ,"0,204906814340999"
Brazil,2014,América,Schizophrenia ,"0,205072625678"
Brazil,2015,América,Schizophrenia ,"0,205234704024"
Brazil,2016,América,Schizophrenia ,"0,205391074121"
Brazil,2017,América,Schizophrenia ,"0,205534039798"
Canada,1990,América,Schizophrenia ,"0,313894515391"
Canada,1991,América,Schizophrenia ,"0,314018395198"
Canada,1992,América,Schizophrenia ,"0,31413841144"
Canada,1993,América,Schizophrenia ,"0,314247989606"
Canada,1994,América,Schizophrenia ,"0,314328456891"
Canada,1995,América,Schizophrenia ,"0,314364262997"
Canada,1996,América,Schizophrenia ,"0,31440145704"
Canada,1997,América,Schizophrenia ,"0,314451904019"
Canada,1998,América,Schizophrenia ,"0,314516944777"
Canada,1999,América,Schizophrenia ,"0,314583910209"
Canada,2000,América,Schizophrenia ,"0,314628409784"
Canada,2001,América,Schizophrenia ,"0,314650375529"
Canada,2002,América,Schizophrenia ,"0,314662625929"
Canada,2003,América,Schizophrenia ,"0,314670007511"
Canada,2004,América,Schizophrenia ,"0,314670040008"
Canada,2005,América,Schizophrenia ,"0,314667769369"
Canada,2006,América,Schizophrenia ,"0,314602391584"
Canada,2007,América,Schizophrenia ,"0,314422212779"
Canada,2008,América,Schizophrenia ,"0,31422323542"
Canada,2009,América,Schizophrenia ,"0,314063286524"
Canada,2010,América,Schizophrenia ,"0,314013631997"
Canada,2011,América,Schizophrenia ,"0,314081964675"
Canada,2012,América,Schizophrenia ,"0,314212840699"
Canada,2013,América,Schizophrenia ,"0,314387792718999"
Canada,2014,América,Schizophrenia ,"0,314617391335"
Canada,2015,América,Schizophrenia ,"0,31490072231"
Canada,2016,América,Schizophrenia ,"0,315231669975"
Canada,2017,América,Schizophrenia ,"0,315588104492"
Colombia,1990,América,Schizophrenia ,"0,198016301068"
Colombia,1991,América,Schizophrenia ,"0,198541435135"
Colombia,1992,América,Schizophrenia ,"0,198989120561"
Colombia,1993,América,Schizophrenia ,"0,199349177432999"
Colombia,1994,América,Schizophrenia ,"0,199610572662"
Colombia,1995,América,Schizophrenia ,"0,199767211903"
Colombia,1996,América,Schizophrenia ,"0,19977214393"
Colombia,1997,América,Schizophrenia ,"0,199648603295"
Colombia,1998,América,Schizophrenia ,"0,199478129476999"
Colombia,1999,América,Schizophrenia ,"0,199342931767"
Colombia,2000,América,Schizophrenia ,"0,199347984785"
Colombia,2001,América,Schizophrenia ,"0,199472808979"
Colombia,2002,América,Schizophrenia ,"0,199641711778"
Colombia,2003,América,Schizophrenia ,"0,199854916523"
Colombia,2004,América,Schizophrenia ,"0,200099813122"
Colombia,2005,América,Schizophrenia ,"0,200364302043"
Colombia,2006,América,Schizophrenia ,"0,200737408355"
Colombia,2007,América,Schizophrenia ,"0,201283342346"
Colombia,2008,América,Schizophrenia ,"0,201927646545"
Colombia,2009,América,Schizophrenia ,"0,202566556017"
Colombia,2010,América,Schizophrenia ,"0,203093583656"
Colombia,2011,América,Schizophrenia ,"0,203550509414999"
Colombia,2012,América,Schizophrenia ,"0,204063141609"
Colombia,2013,América,Schizophrenia ,"0,204627438769"
Colombia,2014,América,Schizophrenia ,"0,205233677804"
Colombia,2015,América,Schizophrenia ,"0,205873756295"
Colombia,2016,América,Schizophrenia ,"0,206534699186"
Colombia,2017,América,Schizophrenia ,"0,207210793076"
Costa Rica,1990,América,Schizophrenia ,"0,206258225456"
Costa Rica,1991,América,Schizophrenia ,"0,206703605419"
Costa Rica,1992,América,Schizophrenia ,"0,207099663208"
Costa Rica,1993,América,Schizophrenia ,"0,207431839084999"
Costa Rica,1994,América,Schizophrenia ,"0,207688468982"
Costa Rica,1995,América,Schizophrenia ,"0,207845842681"
Costa Rica,1996,América,Schizophrenia ,"0,207906634156999"
Costa Rica,1997,América,Schizophrenia ,"0,207910970341"
Costa Rica,1998,América,Schizophrenia ,"0,207899041857"
Costa Rica,1999,América,Schizophrenia ,"0,207911669238"
Costa Rica,2000,América,Schizophrenia ,"0,207998979805"
Costa Rica,2001,América,Schizophrenia ,"0,208179442677"
Costa Rica,2002,América,Schizophrenia ,"0,208440826538"
Costa Rica,2003,América,Schizophrenia ,"0,208748554466"
Costa Rica,2004,América,Schizophrenia ,"0,209071492832"
Costa Rica,2005,América,Schizophrenia ,"0,209371657722"
Costa Rica,2006,América,Schizophrenia ,"0,209723970046"
Costa Rica,2007,América,Schizophrenia ,"0,210182911060999"
Costa Rica,2008,América,Schizophrenia ,"0,210682996528"
Costa Rica,2009,América,Schizophrenia ,"0,211143209841"
Costa Rica,2010,América,Schizophrenia ,"0,211480090136"
Costa Rica,2011,América,Schizophrenia ,"0,211746130984"
Costa Rica,2012,América,Schizophrenia ,"0,212047557649999"
Costa Rica,2013,América,Schizophrenia ,"0,212385177514"
Costa Rica,2014,América,Schizophrenia ,"0,21274166181"
Costa Rica,2015,América,Schizophrenia ,"0,213118059419"
Costa Rica,2016,América,Schizophrenia ,"0,213501115938999"
Costa Rica,2017,América,Schizophrenia ,"0,213890053455"
Croatia,1990,Europa,Schizophrenia ,"0,204039312602999"
Croatia,1991,Europa,Schizophrenia ,"0,203672757345"
Croatia,1992,Europa,Schizophrenia ,"0,203367802138"
Croatia,1993,Europa,Schizophrenia ,"0,20313032896"
Croatia,1994,Europa,Schizophrenia ,"0,202976000788"
Croatia,1995,Europa,Schizophrenia ,"0,202905104195"
Croatia,1996,Europa,Schizophrenia ,"0,202930772801"
Croatia,1997,Europa,Schizophrenia ,"0,203012850514"
Croatia,1998,Europa,Schizophrenia ,"0,203140995503"
Croatia,1999,Europa,Schizophrenia ,"0,203294945676"
Croatia,2000,Europa,Schizophrenia ,"0,20345081086"
Croatia,2001,Europa,Schizophrenia ,"0,203741269720999"
Croatia,2002,Europa,Schizophrenia ,"0,204229624068"
Croatia,2003,Europa,Schizophrenia ,"0,204802023053"
Croatia,2004,Europa,Schizophrenia ,"0,205345247297"
Croatia,2005,Europa,Schizophrenia ,"0,205746530392"
Croatia,2006,Europa,Schizophrenia ,"0,206102746659"
Croatia,2007,Europa,Schizophrenia ,"0,206545651161"
Croatia,2008,Europa,Schizophrenia ,"0,206993378031"
Croatia,2009,Europa,Schizophrenia ,"0,207353309455999"
Croatia,2010,Europa,Schizophrenia ,"0,207556552212999"
Croatia,2011,Europa,Schizophrenia ,"0,207639091232"
Croatia,2012,Europa,Schizophrenia ,"0,207708650785"
Croatia,2013,Europa,Schizophrenia ,"0,207751602053"
Croatia,2014,Europa,Schizophrenia ,"0,2077616385"
Croatia,2015,Europa,Schizophrenia ,"0,207742969773999"
Croatia,2016,Europa,Schizophrenia ,"0,207679083427"
Croatia,2017,Europa,Schizophrenia ,"0,207565417697999"
Czech Republic,1990,Europa,Schizophrenia ,"0,206037764603"
Czech Republic,1991,Europa,Schizophrenia ,"0,206113155479"
Czech Republic,1992,Europa,Schizophrenia ,"0,206192033547"
Czech Republic,1993,Europa,Schizophrenia ,"0,206266658197"
Czech Republic,1994,Europa,Schizophrenia ,"0,206331803528"
Czech Republic,1995,Europa,Schizophrenia ,"0,206390735541"
Czech Republic,1996,Europa,Schizophrenia ,"0,206439920780999"
Czech Republic,1997,Europa,Schizophrenia ,"0,206473046216"
Czech Republic,1998,Europa,Schizophrenia ,"0,206509060438"
Czech Republic,1999,Europa,Schizophrenia ,"0,206557768399"
Czech Republic,2000,Europa,Schizophrenia ,"0,206626219671"
Czech Republic,2001,Europa,Schizophrenia ,"0,206784665348999"
Czech Republic,2002,Europa,Schizophrenia ,"0,207023396812"
Czech Republic,2003,Europa,Schizophrenia ,"0,207304185804"
Czech Republic,2004,Europa,Schizophrenia ,"0,207568332502"
Czech Republic,2005,Europa,Schizophrenia ,"0,207758987118999"
Czech Republic,2006,Europa,Schizophrenia ,"0,207921386609"
Czech Republic,2007,Europa,Schizophrenia ,"0,208126530443"
Czech Republic,2008,Europa,Schizophrenia ,"0,208353821854999"
Czech Republic,2009,Europa,Schizophrenia ,"0,208551400241"
Czech Republic,2010,Europa,Schizophrenia ,"0,208708375802"
Czech Republic,2011,Europa,Schizophrenia ,"0,208841745225"
Czech Republic,2012,Europa,Schizophrenia ,"0,208994965133"
Czech Republic,2013,Europa,Schizophrenia ,"0,209173498814999"
Czech Republic,2014,Europa,Schizophrenia ,"0,209365137172999"
Czech Republic,2015,Europa,Schizophrenia ,"0,209562481045"
Czech Republic,2016,Europa,Schizophrenia ,"0,209770297098"
Czech Republic,2017,Europa,Schizophrenia ,"0,20998906177"
Denmark,1990,Europa,Schizophrenia ,"0,236181928004999"
Denmark,1991,Europa,Schizophrenia ,"0,23622907659"
Denmark,1992,Europa,Schizophrenia ,"0,236241317686"
Denmark,1993,Europa,Schizophrenia ,"0,236239223141"
Denmark,1994,Europa,Schizophrenia ,"0,236214393606"
Denmark,1995,Europa,Schizophrenia ,"0,23617874967"
Denmark,1996,Europa,Schizophrenia ,"0,236089751411"
Denmark,1997,Europa,Schizophrenia ,"0,235954055276"
Denmark,1998,Europa,Schizophrenia ,"0,235792447668"
Denmark,1999,Europa,Schizophrenia ,"0,235637760418"
Denmark,2000,Europa,Schizophrenia ,"0,235546063854"
Denmark,2001,Europa,Schizophrenia ,"0,235474564896999"
Denmark,2002,Europa,Schizophrenia ,"0,235392197152999"
Denmark,2003,Europa,Schizophrenia ,"0,235335221248"
Denmark,2004,Europa,Schizophrenia ,"0,235341112770999"
Denmark,2005,Europa,Schizophrenia ,"0,235451258715999"
Denmark,2006,Europa,Schizophrenia ,"0,237502152158"
Denmark,2007,Europa,Schizophrenia ,"0,242133222269"
Denmark,2008,Europa,Schizophrenia ,"0,247629611338"
Denmark,2009,Europa,Schizophrenia ,"0,25225597945"
Denmark,2010,Europa,Schizophrenia ,"0,254268320286999"
Denmark,2011,Europa,Schizophrenia ,"0,25438417028"
Denmark,2012,Europa,Schizophrenia ,"0,254473986316"
Denmark,2013,Europa,Schizophrenia ,"0,254522903243"
Denmark,2014,Europa,Schizophrenia ,"0,254512860959"
Denmark,2015,Europa,Schizophrenia ,"0,254432861673"
Denmark,2016,Europa,Schizophrenia ,"0,254272961964"
Denmark,2017,Europa,Schizophrenia ,"0,254016902974"
Finland,1990,Europa,Schizophrenia ,"0,27013791068"
Finland,1991,Europa,Schizophrenia ,"0,269546441851"
Finland,1992,Europa,Schizophrenia ,"0,269008063923"
Finland,1993,Europa,Schizophrenia ,"0,268558787963"
Finland,1994,Europa,Schizophrenia ,"0,26823869605"
Finland,1995,Europa,Schizophrenia ,"0,268088055835"
Finland,1996,Europa,Schizophrenia ,"0,268030671311"
Finland,1997,Europa,Schizophrenia ,"0,267986992564999"
Finland,1998,Europa,Schizophrenia ,"0,267953458478"
Finland,1999,Europa,Schizophrenia ,"0,267940275189"
Finland,2000,Europa,Schizophrenia ,"0,267962759787"
Finland,2001,Europa,Schizophrenia ,"0,268086888308"
Finland,2002,Europa,Schizophrenia ,"0,268320600729"
Finland,2003,Europa,Schizophrenia ,"0,268602578412"
Finland,2004,Europa,Schizophrenia ,"0,26883298032"
Finland,2005,Europa,Schizophrenia ,"0,268963747719"
Finland,2006,Europa,Schizophrenia ,"0,269031680666"
Finland,2007,Europa,Schizophrenia ,"0,269104909336"
Finland,2008,Europa,Schizophrenia ,"0,26913814141"
Finland,2009,Europa,Schizophrenia ,"0,269106595066"
Finland,2010,Europa,Schizophrenia ,"0,268967185328"
Finland,2011,Europa,Schizophrenia ,"0,268488071604"
Finland,2012,Europa,Schizophrenia ,"0,2675248449"
Finland,2013,Europa,Schizophrenia ,"0,26613894261"
Finland,2014,Europa,Schizophrenia ,"0,264376233162"
Finland,2015,Europa,Schizophrenia ,"0,262307618527"
Finland,2016,Europa,Schizophrenia ,"0,259966933633"
Finland,2017,Europa,Schizophrenia ,"0,257444377924"
France,1990,Europa,Schizophrenia ,"0,25600200527"
France,1991,Europa,Schizophrenia ,"0,256747583569"
France,1992,Europa,Schizophrenia ,"0,257439554418"
France,1993,Europa,Schizophrenia ,"0,258021011528"
France,1994,Europa,Schizophrenia ,"0,258469163636"
France,1995,Europa,Schizophrenia ,"0,258700767551"
France,1996,Europa,Schizophrenia ,"0,258763988142"
France,1997,Europa,Schizophrenia ,"0,258746776257"
France,1998,Europa,Schizophrenia ,"0,258674534592"
France,1999,Europa,Schizophrenia ,"0,258611027027"
France,2000,Europa,Schizophrenia ,"0,258596095033"
France,2001,Europa,Schizophrenia ,"0,258661357581"
France,2002,Europa,Schizophrenia ,"0,258778264539"
France,2003,Europa,Schizophrenia ,"0,258904918825"
France,2004,Europa,Schizophrenia ,"0,259010315063"
France,2005,Europa,Schizophrenia ,"0,259042505092"
France,2006,Europa,Schizophrenia ,"0,258875297141"
France,2007,Europa,Schizophrenia ,"0,258517477441"
France,2008,Europa,Schizophrenia ,"0,258090234483"
France,2009,Europa,Schizophrenia ,"0,257695614462"
France,2010,Europa,Schizophrenia ,"0,257442860696"
France,2011,Europa,Schizophrenia ,"0,257284451954"
France,2012,Europa,Schizophrenia ,"0,257108308614"
France,2013,Europa,Schizophrenia ,"0,256916135353"
France,2014,Europa,Schizophrenia ,"0,256725738464"
France,2015,Europa,Schizophrenia ,"0,256537435248"
France,2016,Europa,Schizophrenia ,"0,256377551626"
France,2017,Europa,Schizophrenia ,"0,256237904708"
Georgia,1990,Europa,Schizophrenia ,"0,195823983431"
Georgia,1991,Europa,Schizophrenia ,"0,195154689369"
Georgia,1992,Europa,Schizophrenia ,"0,194465259873999"
Georgia,1993,Europa,Schizophrenia ,"0,193786020868"
Georgia,1994,Europa,Schizophrenia ,"0,193130780315"
Georgia,1995,Europa,Schizophrenia ,"0,192508391163"
Georgia,1996,Europa,Schizophrenia ,"0,191738317206"
Georgia,1997,Europa,Schizophrenia ,"0,190763888697"
Georgia,1998,Europa,Schizophrenia ,"0,189801000761"
Georgia,1999,Europa,Schizophrenia ,"0,189059951615999"
Georgia,2000,Europa,Schizophrenia ,"0,188743532156"
Georgia,2001,Europa,Schizophrenia ,"0,188830608787999"
Georgia,2002,Europa,Schizophrenia ,"0,1891240453"
Georgia,2003,Europa,Schizophrenia ,"0,189531974216"
Georgia,2004,Europa,Schizophrenia ,"0,189970345865"
Georgia,2005,Europa,Schizophrenia ,"0,190354995804"
Georgia,2006,Europa,Schizophrenia ,"0,190801569709"
Georgia,2007,Europa,Schizophrenia ,"0,191413074314"
Georgia,2008,Europa,Schizophrenia ,"0,192091555142"
Georgia,2009,Europa,Schizophrenia ,"0,192744232756"
Georgia,2010,Europa,Schizophrenia ,"0,193264900306"
Georgia,2011,Europa,Schizophrenia ,"0,193719946576"
Georgia,2012,Europa,Schizophrenia ,"0,19419916885"
Georgia,2013,Europa,Schizophrenia ,"0,194696924502"
Georgia,2014,Europa,Schizophrenia ,"0,195208699176"
Georgia,2015,Europa,Schizophrenia ,"0,195736974321"
Georgia,2016,Europa,Schizophrenia ,"0,196260779087"
Georgia,2017,Europa,Schizophrenia ,"0,196775607848999"
Germany,1990,Europa,Schizophrenia ,"0,249177252592999"
Germany,1991,Europa,Schizophrenia ,"0,250472202062999"
Germany,1992,Europa,Schizophrenia ,"0,251560818669"
Germany,1993,Europa,Schizophrenia ,"0,252406482872"
Germany,1994,Europa,Schizophrenia ,"0,252961061386"
Germany,1995,Europa,Schizophrenia ,"0,253191300164999"
Germany,1996,Europa,Schizophrenia ,"0,25301341972"
Germany,1997,Europa,Schizophrenia ,"0,252516138267"
Germany,1998,Europa,Schizophrenia ,"0,2518974344"
Germany,1999,Europa,Schizophrenia ,"0,25137480953"
Germany,2000,Europa,Schizophrenia ,"0,251173025624"
Germany,2001,Europa,Schizophrenia ,"0,251301714478"
Germany,2002,Europa,Schizophrenia ,"0,251571869686"
Germany,2003,Europa,Schizophrenia ,"0,251899389705"
Germany,2004,Europa,Schizophrenia ,"0,252182666388"
Germany,2005,Europa,Schizophrenia ,"0,252344346279"
Germany,2006,Europa,Schizophrenia ,"0,252291170058"
Germany,2007,Europa,Schizophrenia ,"0,252066900253"
Germany,2008,Europa,Schizophrenia ,"0,25179975436"
Germany,2009,Europa,Schizophrenia ,"0,251566223356999"
Germany,2010,Europa,Schizophrenia ,"0,251478011836"
Germany,2011,Europa,Schizophrenia ,"0,251484517909"
Germany,2012,Europa,Schizophrenia ,"0,251493878821"
Germany,2013,Europa,Schizophrenia ,"0,251527217844"
Germany,2014,Europa,Schizophrenia ,"0,251591383896"
Germany,2015,Europa,Schizophrenia ,"0,25171980989"
Germany,2016,Europa,Schizophrenia ,"0,251956197312"
Germany,2017,Europa,Schizophrenia ,"0,252269313545"
Greece,1990,Europa,Schizophrenia ,"0,250183090466"
Greece,1991,Europa,Schizophrenia ,"0,250420687117"
Greece,1992,Europa,Schizophrenia ,"0,250638256435999"
Greece,1993,Europa,Schizophrenia ,"0,250836870594"
Greece,1994,Europa,Schizophrenia ,"0,251005502493"
Greece,1995,Europa,Schizophrenia ,"0,251137206108"
Greece,1996,Europa,Schizophrenia ,"0,25115318931"
Greece,1997,Europa,Schizophrenia ,"0,251013580089"
Greece,1998,Europa,Schizophrenia ,"0,250827928101"
Greece,1999,Europa,Schizophrenia ,"0,250693317691"
Greece,2000,Europa,Schizophrenia ,"0,250710363165"
Greece,2001,Europa,Schizophrenia ,"0,251014016968"
Greece,2002,Europa,Schizophrenia ,"0,251573693729"
Greece,2003,Europa,Schizophrenia ,"0,252244416549"
Greece,2004,Europa,Schizophrenia ,"0,252850676567"
Greece,2005,Europa,Schizophrenia ,"0,253248417641"
Greece,2006,Europa,Schizophrenia ,"0,253500076376"
Greece,2007,Europa,Schizophrenia ,"0,253756807273"
Greece,2008,Europa,Schizophrenia ,"0,253982396853"
Greece,2009,Europa,Schizophrenia ,"0,254120740217"
Greece,2010,Europa,Schizophrenia ,"0,254123886251"
Greece,2011,Europa,Schizophrenia ,"0,25402992837"
Greece,2012,Europa,Schizophrenia ,"0,253911476359"
Greece,2013,Europa,Schizophrenia ,"0,253750074972"
Greece,2014,Europa,Schizophrenia ,"0,253543377319"
Greece,2015,Europa,Schizophrenia ,"0,253299507849"
Greece,2016,Europa,Schizophrenia ,"0,253014877983"
Greece,2017,Europa,Schizophrenia ,"0,252700836389"
India,1990,Asia,Schizophrenia ,"0,261587222658"
India,1991,Asia,Schizophrenia ,"0,261660042777"
India,1992,Asia,Schizophrenia ,"0,261719718319999"
India,1993,Asia,Schizophrenia ,"0,261765889592"
India,1994,Asia,Schizophrenia ,"0,2617964217"
India,1995,Asia,Schizophrenia ,"0,261810883431"
India,1996,Asia,Schizophrenia ,"0,2618170662"
India,1997,Asia,Schizophrenia ,"0,261821634388999"
India,1998,Asia,Schizophrenia ,"0,261826090178"
India,1999,Asia,Schizophrenia ,"0,261832898785"
India,2000,Asia,Schizophrenia ,"0,261842199036"
India,2001,Asia,Schizophrenia ,"0,261884987704999"
India,2002,Asia,Schizophrenia ,"0,261983359456999"
India,2003,Asia,Schizophrenia ,"0,262116191388"
India,2004,Asia,Schizophrenia ,"0,262263542218"
India,2005,Asia,Schizophrenia ,"0,262403959709"
India,2006,Asia,Schizophrenia ,"0,262611986403"
India,2007,Asia,Schizophrenia ,"0,262922545801"
India,2008,Asia,Schizophrenia ,"0,263257502823"
India,2009,Asia,Schizophrenia ,"0,263536944766"
India,2010,Asia,Schizophrenia ,"0,263676372735"
India,2011,Asia,Schizophrenia ,"0,263562776681"
India,2012,Asia,Schizophrenia ,"0,263156178447"
India,2013,Asia,Schizophrenia ,"0,262489273602"
India,2014,Asia,Schizophrenia ,"0,261596136627999"
India,2015,Asia,Schizophrenia ,"0,260508923504"
India,2016,Asia,Schizophrenia ,"0,259255648163"
India,2017,Asia,Schizophrenia ,"0,257864000572999"
Ireland,1990,Europa,Schizophrenia ,"0,31018763457"
Ireland,1991,Europa,Schizophrenia ,"0,310814504825"
Ireland,1992,Europa,Schizophrenia ,"0,311429974781"
Ireland,1993,Europa,Schizophrenia ,"0,311999393546"
Ireland,1994,Europa,Schizophrenia ,"0,312487664243"
Ireland,1995,Europa,Schizophrenia ,"0,312863161537"
Ireland,1996,Europa,Schizophrenia ,"0,313144092557"
Ireland,1997,Europa,Schizophrenia ,"0,313406629111"
Ireland,1998,Europa,Schizophrenia ,"0,31368214349"
Ireland,1999,Europa,Schizophrenia ,"0,313984687212"
Ireland,2000,Europa,Schizophrenia ,"0,314364713594999"
Ireland,2001,Europa,Schizophrenia ,"0,314944560017"
Ireland,2002,Europa,Schizophrenia ,"0,315775638554"
Ireland,2003,Europa,Schizophrenia ,"0,316758733553999"
Ireland,2004,Europa,Schizophrenia ,"0,317786653428"
Ireland,2005,Europa,Schizophrenia ,"0,318733286929"
Ireland,2006,Europa,Schizophrenia ,"0,319936898465"
Ireland,2007,Europa,Schizophrenia ,"0,321569688616999"
Ireland,2008,Europa,Schizophrenia ,"0,323274665264"
Ireland,2009,Europa,Schizophrenia ,"0,324699053886"
